resultsFileName : 2016-02-08_linux_v1.0.6_node-v5.4.1_v100to1k_1454969062978.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 25     1000     1000        1    0.265   0.342   0.542   8.670   0.288   0.000   0.000 100.000   0.100   filterAsync_k1to100_fixedKey_k1d_v1kto1k                                   
 12     1000     1000        1    0.326   0.399   0.580   3.701   0.119   0.000   0.000 100.000   0.100   filterAsync_k1to100_fixedKey_k4d_v1kto1k                                   
 28      100      100      100   54.494  57.070  57.680  57.698   1.567   0.005   0.006 100.000   1.000   filter_k100to100_m100_v100to100                                            
 36      100      100       10    5.374   7.241   8.551   8.905   0.787   0.005   0.007  54.000   0.540   filter_k10to100_m50_v100to100                                              
 13     1000     1000       11   60.207  67.631  80.055 183.370   7.319   0.005   0.006  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
  8     1000      100        1    0.955   1.407   1.850   2.173   0.227   0.010   0.014  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 18     1000     1000        1   10.204  15.266  17.107  19.237   2.546   0.010   0.015 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 10     1000     1000        1    3.855   4.831   5.206   6.756   0.403   0.004   0.005 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
  7     1000     1000        1   12.090  13.461  21.605  93.756   2.956   0.012   0.013 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 17      100      100        1    0.683   0.846   6.656   7.077   0.886   0.007   0.008  56.000   0.560   filter_k1to100_m50_v100to100                                               
 27     1000     1000        1    7.640   9.406  10.466  11.593   0.916   0.008   0.009  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 31      100      100        1    0.560   0.846   2.674   3.104   0.317   0.006   0.008  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
  3     1000     1000        1    5.469   8.319  13.914  17.263   1.542   0.005   0.008  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 38      100      100        1    0.406   0.519   2.790   2.947   0.353   0.004   0.005  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 33     1000     1000        1    4.051   5.485   5.839   7.003   0.606   0.004   0.005  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  6      100        1        1    0.100   0.129   0.244   0.283   0.023   0.100   0.129  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
  2     1000        1        1    0.104   0.139   0.247   5.697   0.187   0.104   0.139  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 35      100        1        1    0.080   0.123   0.157   0.158   0.016   0.080   0.123  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 34     1000        1        1    0.077   0.101   0.161   2.217   0.071   0.077   0.101  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 19      100        1      100    0.825   1.589   7.969   8.402   1.226   0.008   0.016 100.000 100.000   match_k100to100_m100_v100to100                                             
 21     1000        1      100    0.812   0.942   2.519   3.811   0.281   0.008   0.009 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 15      100        1       10    0.090   0.112   0.121   0.122   0.011   0.009   0.011  54.000  54.000   match_k10to100_m50_v100to100                                               
  4     1000        1       11    0.096   0.127   0.209   6.268   0.239   0.009   0.012  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 24      100        1        1    0.013   0.026   0.028   0.029   0.004   0.013   0.026  56.000  56.000   match_k1to100_m50_v100to100                                                
 20     1000        1        1    0.015   0.020   0.028  12.563   0.397   0.015   0.020  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 26      100        1        1    0.005   0.008   0.020   0.021   0.002   0.005   0.008  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
  9     1000        1        1    0.005   0.006   0.017   0.580   0.018   0.005   0.006  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 29      100        1        1    0.005   0.007   0.018   0.018   0.002   0.005   0.007  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
  5     1000        1        1    0.005   0.006   0.018   0.089   0.003   0.005   0.006  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 32      100        1        1    0.005   0.006   0.018   0.019   0.002   0.005   0.006  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 11     1000        1        1    0.005   0.005   0.016   0.053   0.002   0.005   0.005  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 22      100        1        1    0.012   0.032   0.050   0.055   0.010   0.012   0.032  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 14     1000        1        1    0.011   0.031   0.042   0.199   0.011   0.011   0.031  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
