resultsFileName : 2016-01-28_linux_v1.0.6_node-v5.4.1_v100to1k_1453990237687.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 11      100      100      100   42.596  44.187  45.788  46.322   1.088   0.004   0.004 100.000   1.000   filter_k100to100_m100_v100to100                                            
 18      100      100       10    4.125   6.748   8.570   9.217   1.151   0.004   0.007  54.000   0.540   filter_k10to100_m50_v100to100                                              
  2     1000     1000       11   48.804  55.472  59.613 116.570   5.113   0.004   0.005  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 22     1000      100        1    0.855   1.302   1.955   4.088   0.268   0.009   0.013  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 25     1000     1000        1    9.195  12.840  14.670  17.649   1.886   0.009   0.013 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 30      100      100        1    0.531   0.651   3.326   3.475   0.420   0.005   0.007  56.000   0.560   filter_k1to100_m50_v100to100                                               
 12     1000     1000        1    6.077   8.669   9.596  11.717   1.130   0.006   0.009  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 13      100      100        1    0.454   0.978   2.777   2.990   0.378   0.005   0.010  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 33     1000     1000        1    5.140   7.720  13.495  22.173   1.588   0.005   0.008  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 20      100      100        1    0.359   4.292  68.171 106.491  10.585   0.004   0.043  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 29     1000     1000        1    4.178   5.452   5.682   8.152   0.544   0.004   0.005  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  6      100        1        1    0.057   0.073   0.107   0.125   0.010   0.057   0.073  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 16     1000        1        1    0.057   0.076   0.097   9.549   0.301   0.057   0.076  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
  1      100        1        1    0.054   0.092   1.273   1.744   0.175   0.054   0.092  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
  5     1000        1        1    0.048   0.062   0.083   0.645   0.022   0.048   0.062  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 31      100        1      100    0.609   0.733   3.777   3.797   0.495   0.006   0.007 100.000 100.000   match_k100to100_m100_v100to100                                             
 28     1000        1      100    0.620   1.268   2.513   5.924   0.421   0.006   0.013 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 26      100        1       10    0.065   0.080   0.237   0.324   0.027   0.007   0.008  54.000  54.000   match_k10to100_m50_v100to100                                               
  7     1000        1       11    0.089   0.197   0.268   6.078   0.324   0.008   0.018  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
  0      100        1        1    0.013   0.103   1.027   1.190   0.142   0.013   0.103  56.000  56.000   match_k1to100_m50_v100to100                                                
 19     1000        1        1    0.011   0.022   0.026   0.033   0.003   0.011   0.022  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 24      100        1        1    0.006   0.008   0.017   0.018   0.002   0.006   0.008  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 17     1000        1        1    0.007   0.008   0.019   0.025   0.002   0.007   0.008  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 15      100        1        1    0.006   0.011   0.019   0.019   0.003   0.006   0.011  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 23     1000        1        1    0.006   0.007   0.018   0.138   0.005   0.006   0.007  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 10      100        1        1    0.006   0.008   0.023   0.027   0.003   0.006   0.008  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 21     1000        1        1    0.006   0.007   0.017   0.687   0.022   0.006   0.007  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
  3      100        1        1    0.012   0.044   0.707   0.755   0.096   0.012   0.044  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
  4     1000        1        1    0.011   0.031   0.042   0.754   0.025   0.011   0.031  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 32      100        1        1    0.013   0.032   0.416   0.633   0.062   0.013   0.032  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 34     1000        1        1    0.021   0.030   0.040   0.173   0.010   0.021   0.030  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 27      100        1        1    0.009   0.021   0.123   0.184   0.018   0.009   0.021  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
  9     1000        1        1    0.009   0.013   0.022   0.040   0.003   0.009   0.013  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 14      100        1        1    0.009   0.012   0.030   0.035   0.003   0.009   0.012  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
  8     1000        1        1    0.009   0.010   0.021   0.612   0.020   0.009   0.010  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
