resultsFileName : 2016-01-22_linux_v1.0.6_node-v4.2.4_all_1453430392737.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 28      100      100      100  313.573 369.752 404.166 410.780  30.748   0.031   0.037 100.000   1.000   filter_k100to100_m100_v100to100                                            
 30      100      100       10   25.566 122.697 130.419 131.876  39.148   0.026   0.123  54.000   0.540   filter_k10to100_m50_v100to100                                              
 15     1000     1000       11  360.073 504.866 554.058 635.428 114.386   0.033   0.046  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 43     1000      100        1    1.441  21.658 147.114 163.908  26.696   0.014   0.217  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 34     1000    10000        1  855.121 084.185 288.194 539.248 165.471   0.086   0.108 100.000   1.901   filter_k1to100_charDotStar_v1kto10k                                        
 44     1000     1000        1   78.905 309.168 345.700 395.416 122.122   0.079   0.309 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
  9      100      100        1    1.025  13.161  16.115  17.649   3.628   0.010   0.132  56.000   0.560   filter_k1to100_m50_v100to100                                               
  6     1000     1000        1   27.804  35.892  41.431 537.114  17.266   0.028   0.036  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 32      100      100        1    0.834  15.621  97.577  99.043  16.460   0.008   0.156  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 40     1000     1000        1   42.499 163.702 182.539 262.571  42.502   0.042   0.164  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 39      100      100        1    0.731  18.134  31.180  37.175   7.578   0.007   0.181  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 33     1000     1000        1   39.761 282.501 308.606 492.642  86.734   0.040   0.283  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 13      100        1        1    0.070   0.086   5.226   8.269   0.816   0.070   0.086  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 37    10000        1        1    0.038   0.554  16.908 806.403  38.145   0.038   0.554  50.020  50.020   matchSimple_k1to100_m50_v10kto10k                                          
 14     1000        1        1    0.071   0.092   0.559  16.390   0.983   0.071   0.092  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 31      100        1        1    0.059   0.089  10.881  12.357   1.474   0.059   0.089  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 18    10000        1        1    0.057   0.067   0.213  21.821   1.190   0.057   0.067  50.630  50.630   matchSimple_k1to1_pWord_tWord_m50_v10kto10k                                
  2     1000        1        1    0.018   0.029   0.044   8.208   0.372   0.018   0.029  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
  7      100        1      100    1.089  13.313  16.095  17.403   3.535   0.011   0.133 100.000 100.000   match_k100to100_m100_v100to100                                             
  3    10000        1      100    1.138   9.690  13.502 681.777  23.617   0.011   0.097 100.000 100.000   match_k100to100_m100_v10kto10k                                             
  4     1000        1      100    1.138   9.402  13.481  16.893   3.450   0.011   0.094 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 41      100        1       10    0.127   0.194  18.331  19.436   3.190   0.013   0.019  54.000  54.000   match_k10to100_m50_v100to100                                               
