resultsFileName : 2016-01-28_linux_v1.0.6_node-v5.4.1_v100to1k_1453990493666.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 16      100      100      100   42.431  49.511 192.323 226.286  20.635   0.004   0.005 100.000   1.000   filter_k100to100_m100_v100to100                                            
 21      100      100       10    3.968   6.503   7.213   7.435   0.990   0.004   0.007  54.000   0.540   filter_k10to100_m50_v100to100                                              
 10     1000     1000       11   47.117  52.577  65.078 186.078   7.799   0.004   0.005  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 26     1000      100        1    0.803   1.201   3.593   6.712   0.514   0.008   0.012  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 12     1000     1000        1    9.343  13.730  15.821  20.876   2.309   0.009   0.014 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 31      100      100        1    0.538   0.663   4.982   5.492   0.643   0.005   0.007  56.000   0.560   filter_k1to100_m50_v100to100                                               
 28     1000     1000        1    6.069   9.056   9.995  13.673   1.275   0.006   0.009  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 23      100      100        1    0.432   0.556   3.122   3.611   0.371   0.004   0.006  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 11     1000     1000        1    4.860   7.761   8.395   9.158   1.161   0.005   0.008  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 27      100      100        1    0.350   0.415   3.103   3.185   0.431   0.003   0.004  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 18     1000     1000        1    4.032   6.340   6.847   7.511   0.956   0.004   0.006  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 24      100        1        1    0.054   0.070   0.116   0.133   0.010   0.054   0.070  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
  0     1000        1        1    0.062   0.096   0.377   5.519   0.207   0.062   0.096  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
  6      100        1        1    0.048   0.068   0.172   0.181   0.018   0.048   0.068  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
  9     1000        1        1    0.048   0.062   0.083   3.632   0.115   0.048   0.062  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 20      100        1      100    0.595   0.640   3.675   5.510   0.489   0.006   0.006 100.000 100.000   match_k100to100_m100_v100to100                                             
 13     1000        1      100    0.605   1.253   4.434   9.453   0.640   0.006   0.013 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 15      100        1       10    0.067   0.079   2.073   2.914   0.289   0.007   0.008  54.000  54.000   match_k10to100_m50_v100to100                                               
  5     1000        1       11    0.073   0.097   0.172   6.658   0.263   0.007   0.009  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 19      100        1        1    0.010   0.019   0.023   0.024   0.003   0.010   0.019  56.000  56.000   match_k1to100_m50_v100to100                                                
 33     1000        1        1    0.010   0.015   0.023   0.105   0.004   0.010   0.015  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  3      100        1        1    0.007   0.010   0.015   0.016   0.001   0.007   0.010  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 32     1000        1        1    0.006   0.007   0.018   0.080   0.003   0.006   0.007  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 14      100        1        1    0.006   0.007   0.016   0.017   0.001   0.006   0.007  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
  8     1000        1        1    0.006   0.008   0.018   0.147   0.005   0.006   0.008  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 29      100        1        1    0.006   0.009   0.020   0.021   0.002   0.006   0.009  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 25     1000        1        1    0.006   0.007   0.018   0.019   0.002   0.006   0.007  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 30      100        1        1    0.008   0.018   0.024   0.025   0.003   0.008   0.018  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 34     1000        1        1    0.011   0.029   0.040   0.120   0.009   0.011   0.029  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
  1      100        1        1    0.021   0.034   0.174   0.222   0.023   0.021   0.034  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
  7     1000        1        1    0.022   0.031   0.041   3.068   0.100   0.022   0.031  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
  2      100        1        1    0.011   0.022   0.729   0.743   0.100   0.011   0.022  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 17     1000        1        1    0.009   0.012   0.021   0.114   0.004   0.009   0.012  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
  4      100        1        1    0.010   0.018   0.133   0.199   0.019   0.010   0.018  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 22     1000        1        1    0.009   0.010   0.022   0.201   0.008   0.009   0.010  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
