resultsFileName : 2016-01-15_linux_v1.0.4_node-v0.12.7_all_1452899581230.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 10      100      100      100  965.305 315.052 778.142 028.903 191.775   0.097   0.132 100.000   1.000   filter_k100to100_m100_v100to100                                            
 40      100      100       10   61.863 357.051 423.858 460.487 122.939   0.062   0.357  52.000   0.520   filter_k10to100_m50_v100to100                                              
 15     1000     1000       10  568.021 158.180 358.753 613.660 340.047   0.157   0.216  50.600   0.051   filter_k10to100_m50_v1kto1k                                                
 19     1000      100        1   14.501  19.193 164.971 180.160  28.705   0.145   0.192  81.900   1.936   filter_k1to100_charDotStar_v1kto100                                        
 21     1000    10000        1  136.029 664.221 956.379 817.499 396.030   0.214   0.266 100.000   1.910   filter_k1to100_charDotStar_v1kto10k                                        
 20     1000     1000        1  122.177 469.698 506.886 545.754 136.325   0.122   0.470 100.000   1.919   filter_k1to100_charDotStar_v1kto1k                                         
 45      100      100        1    1.488  20.929 161.983 162.084  29.649   0.015   0.209  49.000   0.490   filter_k1to100_m50_v100to100                                               
  8     1000     1000        1   79.224 202.548 222.242 232.634  47.007   0.079   0.203  48.000   0.048   filter_k1to100_m50_v1kto1k                                                 
  7      100      100        1    1.717  19.290  52.670  59.946  10.484   0.017   0.193  47.000   3.520   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 16     1000     1000        1   88.323 832.367 857.280 706.689 273.451   0.088   0.832  48.600   5.264   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 29      100      100        1    1.233  17.815 467.036 468.200  77.946   0.012   0.178  55.000   0.550   filter_k1to1_pWord_tWord_m50_v100to100                                     
 39     1000     1000        1   61.156 370.033 404.816 559.594 142.807   0.061   0.370  51.700   0.052   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  5      100        1        1    0.050   0.068  10.372  16.329   1.620   0.050   0.068  49.000  49.000   matchSimple_k1to100_m50_v100to100                                          
 41    10000        1        1    0.053   0.073  16.320 249.434   3.820   0.053   0.073  50.180  50.180   matchSimple_k1to100_m50_v10kto10k                                          
 44     1000        1        1    0.052   0.072  16.354 102.868   3.819   0.052   0.072  48.000  48.000   matchSimple_k1to100_m50_v1kto1k                                            
 11      100        1        1    0.036   0.082  10.774  16.923   1.680   0.036   0.082  55.000  55.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 13    10000        1        1    0.036   0.051   9.555 200.918   4.385   0.036   0.051  49.850  49.850   matchSimple_k1to1_pWord_tWord_m50_v10kto10k                                
  3     1000        1        1    0.041   0.060  16.294  19.507   1.885   0.041   0.060  51.600  51.600   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 31      100        1      100    1.751  18.299 175.578 268.637  27.113   0.018   0.183 100.000 100.000   match_k100to100_m100_v100to100                                             
 34    10000        1      100    1.779  18.100  22.022 609.967  15.358   0.018   0.181 100.000 100.000   match_k100to100_m100_v10kto10k                                             
  9     1000        1      100    1.835  20.644 161.642 178.928  26.742   0.018   0.206 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 24      100        1       10    0.186  16.512  16.585  16.604   4.169   0.019   1.651  52.000  52.000   match_k10to100_m50_v100to100                                               
  4    10000        1       10    0.191  12.498  16.564  42.736   3.734   0.019   1.250  50.580  50.580   match_k10to100_m50_v10kto10k                                               
 17     1000        1       10    0.187   0.307  16.505  92.703   4.166   0.019   0.031  50.600  50.600   match_k10to100_m50_v1kto1k                                                 
 22      100        1        1    0.024   0.040  10.293  16.358   1.625   0.024   0.040  49.000  49.000   match_k1to100_m50_v100to100                                                
  0    10000        1        1    0.024   0.037   0.089  58.216   1.476   0.024   0.037  50.180  50.180   match_k1to100_m50_v10kto10k                                                
 36     1000        1        1    0.024   0.038   0.078  20.401   1.316   0.024   0.038  48.000  48.000   match_k1to100_m50_v1kto1k                                                  
 18      100        1        1    0.019   0.032   0.064   0.076   0.007   0.019   0.032  51.000  51.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 37     1000        1        1    0.019   0.032   0.072 124.287   4.153   0.019   0.032  49.600  49.600   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 35      100        1        1    0.018   0.030  10.173  16.316   1.621   0.018   0.030  55.000  55.000   match_k1to1_pString_tString_m50_v100to100                                  
 12   100000        1        1    0.014   0.025   0.036 164.923   2.327   0.014   0.025  49.904  49.904   match_k1to1_pString_tString_m50_v10kto10k                                  
  6     1000        1        1    0.019   0.032   0.057  20.331   1.212   0.019   0.032  52.300  52.300   match_k1to1_pString_tString_m50_v1kto1k                                    
 26      100        1        1    0.014   0.023 158.868 255.182  25.389   0.014   0.023  55.000  55.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 30    10000        1        1    0.015   0.023   0.059 268.476   4.704   0.015   0.023  49.850  49.850   match_k1to1_pWord_tWord_m50_v10kto10k                                      
 23     1000        1        1    0.014   0.027   0.042  16.356   1.151   0.014   0.027  51.600  51.600   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 28      100        1        1    0.024   0.053   0.237   0.318   0.031   0.024   0.053  47.000  47.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 14    10000        1        1    0.024   0.051   0.128 181.389   3.289   0.024   0.051  50.010  50.010   regMatch_k1to1_pRegDotStar_tWord_m50_v10kto10k                             
 38     1000        1        1    0.029   0.058   0.194  16.394   1.357   0.029   0.058  48.600  48.600   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 42      100        1        1    0.037   0.059  10.202  16.314   1.619   0.037   0.059  44.000  44.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 43    10000        1        1    0.042   0.061   5.369 102.349   2.249   0.042   0.061  42.680  42.680   regMatch_k1to1_pRegDot_tWord_m50_v10kto10k                                 
  1     1000        1        1    0.040   0.057   0.592  16.403   1.454   0.040   0.057  42.700  42.700   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 33      100        1        1    0.021   0.025  10.204  16.360   1.626   0.021   0.025  52.000  52.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 32    10000        1        1    0.021   0.033   0.080 269.964   5.487   0.021   0.033  49.580  49.580   regMatch_k1to1_pRegMidStr_tWord_m50_v10kto10k                              
  2     1000        1        1    0.024   0.036  10.164  20.342   1.716   0.024   0.036  50.400  50.400   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 46      100        1        1    0.024   0.037   0.226   0.290   0.028   0.024   0.037  50.000  50.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 27    10000        1        1    0.038   0.053  16.279 267.688   6.612   0.038   0.053   0.000      -    regMatch_k1to1_pRegPhone_tPhone_m50_v10kto10k                              
 25     1000        1        1    0.019   0.025   0.076  20.265   1.207   0.019   0.025  45.100  45.100   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
