resultsFileName : 2016-01-28_linux_v1.0.6_node-v5.4.1_v100to1k_1453989985503.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 32      100      100      100   42.431  44.035  46.227  47.145   1.065   0.004   0.004 100.000   1.000   filter_k100to100_m100_v100to100                                            
  8      100      100       10    3.854   4.811   6.617   6.831   0.524   0.004   0.005  54.000   0.540   filter_k10to100_m50_v100to100                                              
 10     1000     1000       11   47.150  52.816  57.122 394.345  13.287   0.004   0.005  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
  6     1000      100        1    0.778   1.212   1.719   3.066   0.233   0.008   0.012  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 11     1000     1000        1    9.574  15.445  17.951  22.990   2.833   0.010   0.015 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
  0      100      100        1    0.503   1.260   4.255   5.113   0.568   0.005   0.013  56.000   0.560   filter_k1to100_m50_v100to100                                               
  5     1000     1000        1    5.687   6.971   7.840  13.829   0.707   0.006   0.007  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 16      100      100        1    0.441   0.868   2.229   2.377   0.280   0.004   0.009  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 33     1000     1000        1    4.946   7.228   7.583   8.310   0.931   0.005   0.007  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 20      100      100        1    0.349   0.393   2.401   2.874   0.291   0.003   0.004  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  1     1000     1000        1    3.951   5.017   5.351   6.189   0.417   0.004   0.005  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  3      100        1        1    0.058   0.083   0.358   0.382   0.047   0.058   0.083  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
  9     1000        1        1    0.061   0.164   0.210   8.715   0.276   0.061   0.164  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 12      100        1        1    0.047   0.074   0.149   0.176   0.016   0.047   0.074  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 21     1000        1        1    0.047   0.061   0.080   0.625   0.022   0.047   0.061  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 23      100        1      100    0.599   0.684   3.832   4.469   0.469   0.006   0.007 100.000 100.000   match_k100to100_m100_v100to100                                             
 15     1000        1      100    0.617   0.686   3.307 138.549   4.378   0.006   0.007 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 25      100        1       10    0.070   0.090   5.508   8.788   0.867   0.007   0.009  54.000  54.000   match_k10to100_m50_v100to100                                               
 28     1000        1       11    0.070   0.088   0.106   9.522   0.325   0.006   0.008  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 34      100        1        1    0.009   0.012   0.109   0.161   0.015   0.009   0.012  56.000  56.000   match_k1to100_m50_v100to100                                                
 19     1000        1        1    0.010   0.015   0.024   0.049   0.003   0.010   0.015  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  4      100        1        1    0.006   0.011   0.375   0.591   0.058   0.006   0.011  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
  7     1000        1        1    0.006   0.007   0.018   0.567   0.018   0.006   0.007  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 26      100        1        1    0.006   0.007   0.016   0.017   0.002   0.006   0.007  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 27     1000        1        1    0.005   0.007   0.017   3.792   0.120   0.005   0.007  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 31      100        1        1    0.006   0.009   0.018   0.018   0.002   0.006   0.009  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 17     1000        1        1    0.005   0.006   0.018   0.660   0.021   0.005   0.006  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 24      100        1        1    0.007   0.020   1.512   2.330   0.231   0.007   0.020  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 18     1000        1        1    0.010   0.028   0.037   0.063   0.008   0.010   0.028  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
  2      100        1        1    0.020   0.038   0.158   0.219   0.022   0.020   0.038  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 13     1000        1        1    0.021   0.027   0.038   0.697   0.025   0.021   0.027  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 22      100        1        1    0.009   0.020   2.353   3.753   0.372   0.009   0.020  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 30     1000        1        1    0.008   0.011   0.021   0.197   0.008   0.008   0.011  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 14      100        1        1    0.008   0.013   0.120   0.181   0.017   0.008   0.013  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 29     1000        1        1    0.008   0.010   0.021   3.068   0.097   0.008   0.010  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
