resultsFileName : 2016-01-28_linux_v1.0.6_node-v6.0.0-pre_v100to1k_1453989863637.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 27      100      100      100   51.197 123.137 167.964 168.384  24.174   0.005   0.012 100.000   1.000   filter_k100to100_m100_v100to100                                            
 31      100      100       10    5.244   6.684   8.858   9.076   0.758   0.005   0.007  54.000   0.540   filter_k10to100_m50_v100to100                                              
 18     1000     1000       11   58.741  64.452  68.016 460.906  17.634   0.005   0.006  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
  8     1000      100        1    0.926   1.250   1.853   2.265   0.209   0.009   0.012  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 25     1000     1000        1    9.421  11.987  13.454  71.547   2.508   0.009   0.012 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 29      100      100        1    0.707   0.964   3.104   3.328   0.373   0.007   0.010  56.000   0.560   filter_k1to100_m50_v100to100                                               
 16     1000     1000        1    8.069   9.789  17.370  90.320   2.942   0.008   0.010  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 20      100      100        1    0.588   0.831   4.452   4.574   0.614   0.006   0.008  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 12     1000     1000        1    5.739   7.049   7.464  13.052   0.623   0.006   0.007  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 21      100      100        1    0.449   0.511   4.846   4.855   0.731   0.004   0.005  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  7     1000     1000        1    3.992   7.932  11.542  13.692   1.388   0.004   0.008  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 30      100        1        1    0.109   0.138   0.190   0.215   0.016   0.109   0.138  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 23     1000        1        1    0.115   0.140   0.190  11.917   0.377   0.115   0.140  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
  5      100        1        1    0.021   0.029   0.048   0.049   0.005   0.021   0.029  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
  0     1000        1        1    0.024   0.035   0.373   6.029   0.229   0.024   0.035  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 13      100        1      100    0.766   0.877   3.990   4.526   0.439   0.008   0.009 100.000 100.000   match_k100to100_m100_v100to100                                             
 10     1000        1      100    0.777   0.856   2.710   3.174   0.300   0.008   0.009 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 24      100        1       10    0.093   0.122   5.809   9.249   0.911   0.009   0.012  54.000  54.000   match_k10to100_m50_v100to100                                               
 34     1000        1       11    0.111   0.240   0.310   7.591   0.262   0.010   0.022  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 26      100        1        1    0.014   0.030   0.036   0.037   0.005   0.014   0.030  56.000  56.000   match_k1to100_m50_v100to100                                                
 11     1000        1        1    0.015   0.029   0.035  10.171   0.321   0.015   0.029  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  4      100        1        1    0.005   0.006   0.013   0.013   0.001   0.005   0.006  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 14     1000        1        1    0.005   0.007   0.016   0.098   0.004   0.005   0.007  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 33      100        1        1    0.005   0.007   0.015   0.019   0.001   0.005   0.007  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
  6     1000        1        1    0.005   0.006   0.019   0.578   0.020   0.005   0.006  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
  1      100        1        1    0.006   0.008   0.082   0.120   0.011   0.006   0.008  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 15     1000        1        1    0.005   0.006   0.018   0.024   0.002   0.005   0.006  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 17      100        1        1    0.013   0.035   0.048   0.048   0.010   0.013   0.035  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
  2     1000        1        1    0.014   0.036   0.055   0.887   0.042   0.014   0.036  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 32      100        1        1    0.025   0.041   0.072   0.089   0.012   0.025   0.041  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
  9     1000        1        1    0.025   0.040   0.045   0.049   0.010   0.025   0.040  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
  3      100        1        1    0.010   0.013   0.023   0.026   0.002   0.010   0.013  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 19     1000        1        1    0.010   0.023   0.025   3.785   0.121   0.010   0.023  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 28      100        1        1    0.009   0.016   0.496   0.675   0.069   0.009   0.016  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 22     1000        1        1    0.014   0.027   0.028   3.793   0.120   0.014   0.027  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
