resultsFileName : 2016-01-22_linux_v1.0.6_node-v0.12.7_all_1453430863527.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 40      100      100      100  206.599 246.643 383.482 389.396  27.388   0.021   0.025 100.000   1.000   filter_k100to100_m100_v100to100                                            
 41      100      100       10   20.208  44.305  61.177  61.441  10.993   0.020   0.044  54.000   0.540   filter_k10to100_m50_v100to100                                              
  4     1000     1000       11  184.272 269.116 345.874 578.657  58.018   0.017   0.024  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 15     1000      100        1    0.909  18.508  21.474  60.628   7.653   0.009   0.185  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 13     1000    10000        1  492.635 699.108 797.018 858.815 113.350   0.049   0.070 100.000   1.901   filter_k1to100_charDotStar_v1kto10k                                        
 20     1000     1000        1   43.513  80.347  99.862 185.322  16.389   0.044   0.080 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 45      100      100        1    0.485  17.270  21.413  21.641   6.576   0.005   0.173  56.000   0.560   filter_k1to100_m50_v100to100                                               
 25     1000     1000        1   21.969  42.437  61.152 474.054  46.915   0.022   0.042  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 24      100      100        1    0.426  17.270  20.409  20.893   5.966   0.004   0.173  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
  1     1000     1000        1   16.425  34.737  47.371  69.641   7.973   0.016   0.035  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 33      100      100        1    0.291  16.659  21.036  21.171   4.823   0.003   0.167  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 19     1000     1000        1   19.715  38.769  57.629  98.832  10.765   0.020   0.039  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 30      100        1        1    0.028   0.045  10.423  16.411   1.630   0.028   0.045  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
  3    10000        1        1    0.027   0.045   0.900 095.221  11.021   0.027   0.045  50.020  50.020   matchSimple_k1to100_m50_v10kto10k                                          
 22     1000        1        1    0.028   0.040   0.468  41.880   2.002   0.028   0.040  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 10      100        1        1    0.019   0.022   0.055   0.063   0.005   0.019   0.022  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 43    10000        1        1    0.020   0.023   0.057  38.823   1.329   0.020   0.023  50.630  50.630   matchSimple_k1to1_pWord_tWord_m50_v10kto10k                                
 16     1000        1        1    0.022   0.060   1.105  20.488   1.628   0.022   0.060  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
  2      100        1      100    0.632  12.974  17.903  18.474   4.538   0.006   0.130 100.000 100.000   match_k100to100_m100_v100to100                                             
 14    10000        1      100    0.625  17.087  21.057  40.262   6.562   0.006   0.171 100.000 100.000   match_k100to100_m100_v10kto10k                                             
 38     1000        1      100    0.646  17.061  20.692  35.450   6.496   0.006   0.171 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 44      100        1       10    0.074  16.413  19.127  20.717   4.075   0.007   1.641  54.000  54.000   match_k10to100_m50_v100to100                                               
 37    10000        1       10    0.073   0.180  16.447  39.205   2.563   0.007   0.018  49.910  49.910   match_k10to100_m50_v10kto10k                                               
  0     1000        1       11    0.065   0.124  12.371  13.506   1.786   0.006   0.011  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 11      100        1        1    0.009   0.017  10.169  16.316   1.622   0.009   0.017  56.000  56.000   match_k1to100_m50_v100to100                                                
 21    10000        1        1    0.009   0.014   0.024  40.180   0.869   0.009   0.014  50.020  50.020   match_k1to100_m50_v10kto10k                                                
 12     1000        1        1    0.008   0.014   0.023  16.363   1.030   0.008   0.014  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  6      100        1        1    0.003   0.005   0.024   0.026   0.003   0.003   0.005  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 29     1000        1        1    0.004   0.005   0.008  16.326   0.516   0.004   0.005  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 18      100        1        1    0.017   0.025   0.064   0.086   0.009   0.017   0.025  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 36   100000        1        1    0.004   0.005   0.012  38.921   0.608   0.004   0.005  50.153  50.153   match_k1to1_pString_tString_m50_v10kto10k                                  
  5     1000        1        1    0.004   0.004   0.006  16.352   0.517   0.004   0.004  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
  9      100        1        1    0.003   0.004   0.013   0.014   0.001   0.003   0.004  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 17    10000        1        1    0.006   0.020   0.034  21.310   0.932   0.006   0.020  50.630  50.630   match_k1to1_pWord_tWord_m50_v10kto10k                                      
 28     1000        1        1    0.004   0.012   0.018  21.863   0.691   0.004   0.012  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 35      100        1        1    0.007   0.027   0.052   0.061   0.009   0.007   0.027  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 42    10000        1        1    0.008   0.025   0.067  20.778   1.011   0.008   0.025  49.820  49.820   regMatch_k1to1_pRegDotStar_tWord_m50_v10kto10k                             
 26     1000        1        1    0.007   0.023   0.060  17.246   1.283   0.007   0.023  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
  8      100        1        1    0.010   0.022   0.057   0.075   0.009   0.010   0.022  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 34    10000        1        1    0.015   0.023   0.055  20.472   0.981   0.015   0.023  42.020  42.020   regMatch_k1to1_pRegDot_tWord_m50_v10kto10k                                 
