resultsFileName : 2016-01-28_linux_v1.0.5_node-v5.4.1_v100to1k_1454016505008.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 29      100      100      100  182.486 213.925 233.837 241.627  11.285   0.018   0.021 100.000   1.000   filter_k100to100_m100_v100to100                                            
 18      100      100       10   13.222  16.416  18.371  19.123   1.448   0.013   0.016  54.000   0.540   filter_k10to100_m50_v100to100                                              
 21     1000     1000       11  366.301 721.600 071.927 808.493 816.021   0.033   0.066  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 20     1000      100        1    2.203   2.812   4.686   5.596   0.498   0.022   0.028  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 33     1000     1000        1   21.492  42.525  44.077  46.397   9.604   0.021   0.043 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 14      100      100        1    1.518   2.619 111.593 175.463  17.296   0.015   0.026  56.000   0.560   filter_k1to100_m50_v100to100                                               
  5     1000     1000        1   16.095  19.231  21.768  65.622   2.439   0.016   0.019  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
  7      100      100        1    1.408   1.743   5.297   6.375   0.569   0.014   0.017  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
  1     1000     1000        1   13.722  16.871  30.537  52.455   2.873   0.014   0.017  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 25      100      100        1    1.212   1.330  17.434  19.507   2.210   0.012   0.013  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  4     1000     1000        1   11.241  13.985  14.555 112.052   3.867   0.011   0.014  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  3      100        1        1    0.108   0.143   0.674   0.880   0.083   0.108   0.143  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 17     1000        1        1    0.111   0.137   0.173   7.690   0.241   0.111   0.137  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 28      100        1        1    0.026   0.033   0.223   0.326   0.030   0.026   0.033  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 12     1000        1        1    0.097   0.122   0.176   0.627   0.024   0.097   0.122  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 15      100        1      100    1.680   1.875   5.404   5.691   0.515   0.017   0.019 100.000 100.000   match_k100to100_m100_v100to100                                             
 30     1000        1      100    1.701   1.861 179.400 181.709  25.947   0.017   0.019 100.000 100.000   match_k100to100_m100_v1kto1k                                               
  2      100        1       10    0.190   0.257   0.507   0.531   0.053   0.019   0.026  54.000  54.000   match_k10to100_m50_v100to100                                               
 10     1000        1       11    0.189   0.235   0.332   7.090   0.297   0.017   0.021  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
  8      100        1        1    0.024   0.039   0.048   0.049   0.006   0.024   0.039  56.000  56.000   match_k1to100_m50_v100to100                                                
  6     1000        1        1    0.023   0.038   0.047   0.675   0.021   0.023   0.038  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 32      100        1        1    0.013   0.018   0.419   0.651   0.063   0.013   0.018  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
  0     1000        1        1    0.015   0.026   0.031   1.486   0.077   0.015   0.026  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 26      100        1        1    0.012   0.026   0.106   0.152   0.014   0.012   0.026  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 27     1000        1        1    0.012   0.025   0.029   0.620   0.020   0.012   0.025  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 31      100        1        1    0.013   0.023   0.097   0.133   0.012   0.013   0.023  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 16     1000        1        1    0.013   0.021   0.029   0.684   0.021   0.013   0.021  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 23      100        1        1    0.022   0.056   1.204   1.887   0.185   0.022   0.056  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
  9     1000        1        1    0.023   0.050   0.060   0.092   0.011   0.023   0.050  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 24      100        1        1    0.034   0.051   0.066   0.068   0.011   0.034   0.051  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 13     1000        1        1    0.035   0.051   0.082   3.486   0.110   0.035   0.051  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 34      100        1        1    0.020   0.028   0.105   0.142   0.013   0.020   0.028  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 11     1000        1        1    0.018   0.030   0.035   3.344   0.105   0.018   0.030  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 22      100        1        1    0.017   0.031   0.272   0.395   0.038   0.017   0.031  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 19     1000        1        1    0.023   0.037   0.048   2.430   0.077   0.023   0.037  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
