resultsFileName : 2016-02-08_linux_v1.0.6_node-v0.12.7_v100to1k_1454969776088.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
  1     1000     1000        1    0.361   0.500   0.685   8.249   0.263   0.000   0.001 100.000   0.100   filterAsync_k1to100_fixedKey_k1d_v1kto1k                                   
 29     1000     1000        1    0.466   0.526   0.725  14.264   0.441   0.000   0.001 100.000   0.100   filterAsync_k1to100_fixedKey_k4d_v1kto1k                                   
 16      100      100      100   46.353  49.330  51.041  51.628   1.911   0.005   0.005 100.000   1.000   filter_k100to100_m100_v100to100                                            
 19      100      100       10    4.301   8.917  10.440  10.894   1.817   0.004   0.009  54.000   0.540   filter_k10to100_m50_v100to100                                              
 15     1000     1000       11   47.550  52.874  55.536  92.674   3.686   0.004   0.005  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
  0     1000      100        1    0.848   4.930   5.413   6.240   1.220   0.008   0.049  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 11     1000     1000        1   11.822  16.440  19.331  24.087   2.715   0.012   0.016 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 12     1000     1000        1    3.858   5.474   5.858  14.862   0.774   0.004   0.005 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
 20     1000     1000        1    9.455  14.376  14.929  28.416   2.205   0.009   0.014 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 24      100      100        1    0.572   3.090  80.747 124.153  12.315   0.006   0.031  56.000   0.560   filter_k1to100_m50_v100to100                                               
 10     1000     1000        1    5.500   7.179   7.984  18.874   0.917   0.006   0.007  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
  3      100      100        1    0.528   1.233   1.533   1.660   0.216   0.005   0.012  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 18     1000     1000        1    5.477  10.248  11.031  17.642   2.021   0.005   0.010  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 26      100      100        1    0.364   0.429   1.839   1.864   0.240   0.004   0.004  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 22     1000     1000        1    3.691   9.625  21.385  62.873   3.763   0.004   0.010  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  4      100        1        1    0.039   0.068   0.427   0.519   0.053   0.039   0.068  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 35     1000        1        1    0.038   0.056   0.109  10.600   0.465   0.038   0.056  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 28      100        1        1    0.027   0.044   0.198   0.271   0.025   0.027   0.044  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
  6     1000        1        1    0.025   0.040   0.050   1.055   0.043   0.025   0.040  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 30      100        1      100    0.705   0.839   1.988   2.019   0.193   0.007   0.008 100.000 100.000   match_k100to100_m100_v100to100                                             
  8     1000        1      100    0.731   0.881   2.191   9.117   0.371   0.007   0.009 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 34      100        1       10    0.089   0.110   0.117   0.118   0.012   0.009   0.011  54.000  54.000   match_k10to100_m50_v100to100                                               
 33     1000        1       11    0.089   0.122   0.183   1.953   0.087   0.008   0.011  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 27      100        1        1    0.014   0.027   0.038   0.041   0.005   0.014   0.027  56.000  56.000   match_k1to100_m50_v100to100                                                
 17     1000        1        1    0.014   0.021   0.031   0.064   0.004   0.014   0.021  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  5      100        1        1    0.006   0.015   0.021   0.021   0.003   0.006   0.015  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 23     1000        1        1    0.006   0.008   0.021   0.140   0.006   0.006   0.008  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 32      100        1        1    0.006   0.008   0.016   0.019   0.002   0.006   0.008  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 14     1000        1        1    0.006   0.007   0.011   0.022   0.001   0.006   0.007  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 13      100        1        1    0.006   0.016   0.020   0.021   0.003   0.006   0.016  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 25     1000        1        1    0.005   0.007   0.020   0.578   0.019   0.005   0.007  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
  7      100        1        1    0.009   0.024   0.167   0.244   0.024   0.009   0.024  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 31     1000        1        1    0.014   0.033   0.044   1.459   0.046   0.014   0.033  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
  9      100        1        1    0.021   0.035   0.063   0.077   0.011   0.021   0.035  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
