resultsFileName : 2016-02-08_linux_v1.0.6_node-v4.2.4_v100to1k_1454969214664.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 14     1000     1000        1    0.267   0.281   0.505   3.805   0.118   0.000   0.000 100.000   0.100   filterAsync_k1to100_fixedKey_k1d_v1kto1k                                   
 13     1000     1000        1    0.341   0.359   0.579   3.587   0.133   0.000   0.000 100.000   0.100   filterAsync_k1to100_fixedKey_k4d_v1kto1k                                   
 23      100      100      100   42.849  44.990  45.338  45.431   1.077   0.004   0.004 100.000   1.000   filter_k100to100_m100_v100to100                                            
 32      100      100       10    4.274   5.271   6.078   6.387   0.476   0.004   0.005  54.000   0.540   filter_k10to100_m50_v100to100                                              
  3     1000     1000       11   50.224  56.845  59.284  69.912   3.538   0.005   0.005  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 31     1000      100        1    0.737   1.059   2.073   2.600   0.268   0.007   0.011  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
  9     1000     1000        1    8.564  13.319  24.245  36.934   3.424   0.009   0.013 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 35     1000     1000        1    2.997   4.087   4.328   8.109   0.491   0.003   0.004 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
 22     1000     1000        1    5.280   6.462   6.690  32.146   1.077   0.005   0.006 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 21      100      100        1    0.533   0.661   2.665   2.880   0.337   0.005   0.007  56.000   0.560   filter_k1to100_m50_v100to100                                               
  0     1000     1000        1    5.993   7.789   9.135  45.721   1.693   0.006   0.008  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
  8      100      100        1    0.376   1.135   5.165   5.200   0.815   0.004   0.011  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 20     1000     1000        1    3.576   4.891   5.149   5.484   0.527   0.004   0.005  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 16      100      100        1    0.294   0.348   1.471   1.563   0.174   0.003   0.003  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  4     1000     1000        1    2.847   7.266   7.549   7.798   1.802   0.003   0.007  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  5      100        1        1    0.061   0.075   2.251   3.478   0.340   0.061   0.075  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 36     1000        1        1    0.023   0.031   0.039   8.513   0.269   0.023   0.031  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 26      100        1        1    0.011   0.020   0.900   1.370   0.136   0.011   0.020  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
  6     1000        1        1    0.048   0.061   0.094   6.006   0.193   0.048   0.061  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 17      100        1      100    0.608   0.703   4.173   4.872   0.536   0.006   0.007 100.000 100.000   match_k100to100_m100_v100to100                                             
 24     1000        1      100    0.623   1.262   2.291  70.150   2.236   0.006   0.013 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 29      100        1       10    0.071   0.086   1.876   2.957   0.287   0.007   0.009  54.000  54.000   match_k10to100_m50_v100to100                                               
 38     1000        1       11    0.074   0.085   0.095   9.460   0.359   0.007   0.008  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 28      100        1        1    0.011   0.015   0.022   0.026   0.002   0.011   0.015  56.000  56.000   match_k1to100_m50_v100to100                                                
  2     1000        1        1    0.012   0.016   0.034   0.563   0.018   0.012   0.016  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  1      100        1        1    0.004   0.005   0.063   0.094   0.009   0.004   0.005  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 19     1000        1        1    0.004   0.005   0.006   0.024   0.001   0.004   0.005  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
  7      100        1        1    0.003   0.004   0.011   0.012   0.001   0.003   0.004  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 27     1000        1        1    0.004   0.004   0.007   0.023   0.001   0.004   0.004  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 33      100        1        1    0.004   0.006   0.014   0.017   0.002   0.004   0.006  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 30     1000        1        1    0.004   0.004   0.006   0.021   0.001   0.004   0.004  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 25      100        1        1    0.008   0.025   0.039   0.039   0.008   0.008   0.025  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 37     1000        1        1    0.008   0.023   0.028   4.161   0.131   0.008   0.023  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 15      100        1        1    0.011   0.026   0.058   0.060   0.010   0.011   0.026  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 34     1000        1        1    0.017   0.022   0.027   0.214   0.010   0.017   0.022  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 11      100        1        1    0.006   0.007   0.065   0.093   0.009   0.006   0.007  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 10     1000        1        1    0.006   0.007   0.015   0.539   0.023   0.006   0.007  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 18      100        1        1    0.006   0.007   0.018   0.021   0.002   0.006   0.007  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 12     1000        1        1    0.005   0.006   0.014   1.527   0.048   0.005   0.006  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
