resultsFileName : 2016-02-08_linux_v1.0.6_node-v5.4.1_v100to1k_1454969185257.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 22      100      100        1    0.396   0.528   2.115   2.333   0.261   0.004   0.005  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 11     1000     1000        1    3.571   4.610   4.990   9.008   0.461   0.004   0.005  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  9      100        1        1    0.032   0.062   0.416   0.568   0.055   0.032   0.062  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 10     1000        1        1    0.031   0.046   0.071   8.683   0.278   0.031   0.046  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
  6      100        1        1    0.016   0.030   0.351   0.535   0.052   0.016   0.030  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 37     1000        1        1    0.080   0.104   0.162   1.777   0.059   0.080   0.104  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 17      100        1      100    0.784   2.411  43.167  65.263   6.443   0.008   0.024 100.000 100.000   match_k100to100_m100_v100to100                                             
 15     1000        1      100    0.709   0.819   5.281  11.547   0.822   0.007   0.008 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 29      100        1       10    0.088   0.110   0.319   0.434   0.036   0.009   0.011  54.000  54.000   match_k10to100_m50_v100to100                                               
 18     1000        1       11    0.087   0.113   0.143   2.195   0.091   0.008   0.010  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 13      100        1        1    0.011   0.014   0.024   0.026   0.002   0.011   0.014  56.000  56.000   match_k1to100_m50_v100to100                                                
 20     1000        1        1    0.013   0.024   0.031   6.051   0.192   0.013   0.024  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  2      100        1        1    0.009   0.015   0.086   0.120   0.011   0.009   0.015  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 31     1000        1        1    0.005   0.006   0.018   0.025   0.002   0.005   0.006  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 14      100        1        1    0.004   0.014   0.344   0.536   0.053   0.004   0.014  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 26     1000        1        1    0.004   0.005   0.018   0.036   0.002   0.004   0.005  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 25      100        1        1    0.004   0.009   0.022   0.024   0.003   0.004   0.009  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 36     1000        1        1    0.004   0.005   0.018   1.254   0.040   0.004   0.005  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
  5      100        1        1    0.012   0.044   0.459   0.517   0.061   0.012   0.044  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 35     1000        1        1    0.011   0.029   0.042   0.089   0.010   0.011   0.029  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 32      100        1        1    0.023   0.043   0.639   0.985   0.097   0.023   0.043  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 24     1000        1        1    0.022   0.037   0.041   0.136   0.010   0.022   0.037  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 33      100        1        1    0.009   0.022   0.037   0.046   0.005   0.009   0.022  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 28     1000        1        1    0.008   0.010   0.023   0.470   0.018   0.008   0.010  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 21      100        1        1    0.013   0.027   0.144   0.196   0.019   0.013   0.027  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 30     1000        1        1    0.008   0.010   0.022   0.203   0.007   0.008   0.010  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
