resultsFileName : 2016-02-08_win32_v1.0.6_node-v0.12.3_v100to1k_1454944232259.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
  6     1000     1000        1    0.269   0.493   0.732  14.045   0.515   0.000   0.000 100.000   0.100   filterAsync_k1to100_fixedKey_k1d_v1kto1k                                   
 36     1000     1000        1    1.716   2.883   3.404  16.647   0.732   0.002   0.003 100.000   0.100   filterAsync_k1to100_fixedKey_k4d_v1kto1k                                   
 20      100      100      100   32.183  34.911  42.075  42.460   2.006   0.003   0.003 100.000   1.000   filter_k100to100_m100_v100to100                                            
  9      100      100       10    3.193   5.856  10.449  10.739   1.344   0.003   0.006  54.000   0.540   filter_k10to100_m50_v100to100                                              
 23     1000     1000       11   38.403  44.529  48.097 190.019   5.900   0.003   0.004  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 11     1000      100        1    0.696   1.503   2.684   5.131   0.433   0.007   0.015  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 16     1000     1000        1    7.876  11.696  13.726  20.694   2.153   0.008   0.012 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
  2     1000     1000        1    3.169   5.035   5.872  21.820   1.053   0.003   0.005 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
  5     1000     1000        1    7.337   9.416  10.768  20.467   1.061   0.007   0.009 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 27      100      100        1    0.397   1.065  10.340  11.210   1.529   0.004   0.011  56.000   0.560   filter_k1to100_m50_v100to100                                               
  1     1000     1000        1    4.272   6.326   7.159  11.902   0.957   0.004   0.006  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
  7      100      100        1    0.341   0.867   2.251   2.297   0.332   0.003   0.009  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
  3     1000     1000        1    3.261   5.272   6.480   9.761   0.920   0.003   0.005  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 31      100      100        1    0.261   0.424   7.153   7.549   0.951   0.003   0.004  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 12     1000     1000        1    2.482   4.772   5.891   7.451   1.026   0.002   0.005  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 26      100        1        1    0.024   0.035   0.130   0.186   0.017   0.024   0.035  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 33     1000        1        1    0.024   0.048   0.123   1.210   0.042   0.024   0.048  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
  0      100        1        1    0.021   0.226   1.901   2.105   0.272   0.021   0.226  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 10     1000        1        1    0.017   0.042   0.103   0.622   0.034   0.017   0.042  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 22      100        1      100    0.518   1.104   4.146   4.719   0.521   0.005   0.011 100.000 100.000   match_k100to100_m100_v100to100                                             
 30     1000        1      100    0.466   0.881   5.238  12.771   0.826   0.005   0.009 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 34      100        1       10    0.066   0.212   0.281   0.294   0.052   0.007   0.021  54.000  54.000   match_k10to100_m50_v100to100                                               
 15     1000        1       11    0.054   0.106   0.215   7.029   0.292   0.005   0.010  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 17      100        1        1    0.007   0.015   0.082   0.099   0.011   0.007   0.015  56.000  56.000   match_k1to100_m50_v100to100                                                
  8     1000        1        1    0.006   0.011   0.027  15.239   0.482   0.006   0.011  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 18      100        1        1    0.004   0.009   0.021   0.026   0.003   0.004   0.009  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 24     1000        1        1    0.004   0.009   0.027   0.283   0.013   0.004   0.009  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 14      100        1        1    0.002   0.006   0.021   0.025   0.003   0.002   0.006  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 28     1000        1        1    0.003   0.008   0.018   0.255   0.010   0.003   0.008  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 37      100        1        1    0.005   0.009   0.175   0.228   0.024   0.005   0.009  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 25     1000        1        1    0.003   0.007   0.014   4.934   0.156   0.003   0.007  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 19      100        1        1    0.005   0.010   0.133   0.141   0.018   0.005   0.010  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 21     1000        1        1    0.004   0.009   0.029   0.327   0.017   0.004   0.009  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 38      100        1        1    0.010   0.023   0.056   0.064   0.009   0.010   0.023  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 13     1000        1        1    0.015   0.035   0.063   0.443   0.018   0.015   0.035  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
  4      100        1        1    0.007   0.014   0.098   0.144   0.014   0.007   0.014  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 29     1000        1        1    0.005   0.010   0.024   0.427   0.016   0.005   0.010  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 35      100        1        1    0.007   0.011   0.160   0.245   0.024   0.007   0.011  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 32     1000        1        1    0.006   0.012   0.031   0.296   0.010   0.006   0.012  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
